8/26/15,C172S,N773SP,DPA,DKB - DPA,IFR,,3,1.5,,,1.5,,,0.5,,1.5,,1.5
8/31/15,C172S,N773SP,DPA,DKB - DPA,INSTRUMENT FLIGHT TRAINING,,5,1.3,,,1.3,,,0.3,,1.3,,1.3
9/3/15,C172S,N773SP,DPA,DKB - DPA,"TURNS AROUND A POINT, STEEP TURNS, ",,3,1.4,,,1.4,,,,,1.4,,1.4
9/16/15,C172S,N773SP,DPA,DKB - DPA,"XCOUNTRY DIVERSION, STEEP TURNS, SLOW",,4,1.8,,,1.8,,,,,1.8,,1.8
9/21/15,C172S,N773SP,DPA,DKB - DPA,TEST PREP FOR PPL CHECKRIDE,,4,1.3,,,1.3,,,0.3,,1.3,,1.3
9/23/15,C172S,N773SP,DPA,JVL,XC FOR CHECKRIDE PPL,,1,0.8,,0.8,0.8,,,,,,0.8,0.8
9/23/15,C172S,N773SP,JVL,C37 - DPA,XC. PPL CHECKRIDE EMERGENCY PROC,,3,1.4,,1.4,1.4,,,,,,1.4,1.4
9/23/15,C172S,N773SP,JVL,DPA,RETURN HOME AS A PPL HOLDER,,1,0.8,,0.8,0.8,,,,,,0.8,0.8
10/18/15,C172S,N773SP,DPA,DPA,SCENIC LAKESHORE FLIGHT,,1,1.5,,,1.5,,,,,,1.5,1.5
11/1/15,C172S,N773SP,DPA,GYY - DPA,SCENIC LAKESHORE FLIGHT,,2,2,,,2,,,,,,2,2
11/8/15,C172S,N773SP,DPA,DPA,SCENIC LAKESHORE FLIGHT,,1,1.7,,,1.7,,,,,,1.7,1.7
4/26/16,C172S,N773SP,DPA,LOCAL,FFC SPRING CHECKRIDE,,5,1,,,1,,,,,,1,1
6/12/16,PA28-181,N773SP,DPA,DKB - DPA,"PA28 INTRO, SLOW FLIGHT, STALLS",,4,1.5,,,0.5,,,,,,1.5,1.5
6/28/16,PA28-181,N41598,DPA,CMI,XC,,1,1.5,,1.5,,1.5,,,,,1.5,1.5
6/29/16,PA28-181,N41598,CMI,DPA,SAFETY PILOT FOR IRENIUSZ MIERZEYEK,,,2,,,,2,,,,,2,2
7/9/16,PA28-181,N41598,DPA,DPA,FLIGHT WITH SATHEESH IGNATIUS.,,2,0.9,,,0.9,,,,,,0.9,0.9
7/15/16,PA28-181,N41598,DPA,DKB,SAFETY PILOT FOR IRENIUSZ MIERZEYEK,,,0.6,,,,0.6,,,,,0.6,0.6
8/4/16,PA28-181,N41598,DKB,DPA,NIGHT CURRENCY FLIGHT,,2,0.7,,,,0.7,,,,,0.7,0.7
8/6/16,PA28-181,N41598,DPA,VYS - DPA,FLIGHT WITH EDDIE,,3,2.3,,2.3,2.3,,,,,,2.3,2.3
3/9/17,PA28-181,N41598,DPA,DKB - DPA,"SPRING CHECKRIDE, SLOW FLIGHT",,4,1.2,,,0.2,1,,,,1.2,1.2,1.2
4/23/17,PA28-181,N41598,DPA,RAC - DPA,FLIGHT WITH IRFAN. SCENIC ORD,,3,2.3,,2.3,1,1.3,,,,,2.3,2.3
5/12/17,PA28-181,N41598,DPA,DPA,SCENIC LAKESHORE FLIGHT WITH,,1,1.4,,,1.4,,,,,,1.4,1.4
5/14/17,PA28-181,N41598,DPA,DPA,SCENIC LAKESHORE FLIGHT WITH FATUME,,1,1.4,,,1.4,,,,,,1.4,1.4
6/7/17,C172S,N773SP,DPA,DPA,SCENIC LAKESHORE FLIGHT WITH,,1,1.4,,,1.4,,,,,,1.4,1.4
6/8/17,PA28-181,N41598,DPA,DPA,SCENIC LAKESHORE FLIGHT WITH,,1,1.7,,,1.7,,,,,,1.7,1.7
8/13/17,PA28-181,N41598,DPA,DPA,SCENIC LAKESHORE FLIGHT WITH FADIA,,1,1.6,,,1.6,,,,,,1.6,1.6
12/19/17,C172S,N773SP,DPA,DKB - DPA,"FLIGHT REVIEW, SLOW FLIGHT, STEEP",,3,1.5,,,1.5,,,,,1.5,1.5,1.5
3/10/18,PA28-181,N41598,DPA,DPA,SCENIC LAKESHORE FLIGHT WITH,,1,1.7,,,1.7,,,,,,1.7,1.7
6/5/18,PA28-181,N41598,DPA ,DKB - DPA,"SPRING CHECKRIDE, SLOW FLIGHT",,3,1.3,,,1.3,,,,,1.3,1.3,1.3
6/16/18,PA28-181,N41598,DPA,BMI - C09,ILS20 BMI. RNAV18 C09. ,2,2,2.7,,2.7,2.7,,,2.1,,,2.7,2.7
6/16/18,PA28-181,N41598,C09,DPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,0.8,,,0.8,,,,,,0.8,0.8
6/24/18,PA28-181,N41598,DPA,DPA,SCENIC LAKESHORE FLIGHT WITH CAITIE,,1,1.6,,,1.6,,,,,,1.6,1.6
6/29/18,PA28-181,N41598,DKB,DPA,"SIMULATED IMC, UNDER HOOD.",,1,1.1,,,1.1,,,0.8,,,1.1,1.1
10/16/18,PA28-181,N41598,DPA,DKB - DPA,FFC FALL CHECKRIDE. POWER FAILURE,,3,1.1,,,,1.1,,,,1.1,1.1,1.1
10/22/18,PA28-181,N41598,DPA,3D2,RNAV32 3D2.,1,1,2.5,,2.5,2.5,,,2.2,,,2.5,2.5
10/22/18,PA28-181,N41598,3DT,DPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,2.1,,,0.6,1.5,,,,,2.1,2.1
10/27/18,PA28-181,N41598,DPA,DPA,FLIGHT WITH MOLLY,,3,1.3,,,,1.3,,,,,1.3,1.3
11/11/18,PA28-181,N41598,DPA,VYS - C09,RNAV18 VYS. VORA C09. HOLDS,2,2,2.8,,2.8,2.5,0.3,,2.4,,,2.8,2.8
11/11/18,PA28-181,N41598,C09,DPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,1.3,,,,1.3,,,,,1.3,1.3
11/18/18,PA28-181,N41598,DPA,SQI,SAFETY PILOT FOR TOMASZ WARDZALA,,,2,,,2,,,,,,2,2
11/18/18,PA28-181,N41598,SQI,DPA,ILS25 SQI. RNAV07 SQI. HOLDS,2,1,1.9,,1.9,1.9,,,1.6,,,1.9,1.9
2/9/19,PA28-181,N41598,DPA,DPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,3.5,,,,3.5,,,,,3.5,3.5
3/17/19,PA28-181,N41598,DPA,DPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,1.8,,,1.8,,,,,,1.8,1.8
4/9/19,PA28-181,N41598,KDPA,KDPA,"RNAV25 RPJ. HOOD TIME, TURNS, ",1,1,1.5,,,1.5,,,1,,1.5,1.5,1.5
5/3/19,PA28-181,N41598,KDPA,KDPA,PATTERN WORK FOR 90DAY CURRENCY,,3,0.8,,,0.8,,,,,,0.8,0.8
5/11/19,PA28-181,N41598,DPA,57C - BUU,SIMULATED IFR HOLDS,1,2,2.1,,2.1,2.1,,,1.7,,,2.1,2.1
5/11/19,PA28-181,N41598,BUU,57C - DPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,0.9,,,0.9,,,,,,0.9,0.9
6/30/19,C172S,N773SP,DPA,DPA,SCENIC LAKESHORE FLIGHT WITH DANUSIA,,1,1.8,,,1.8,,,,,,1.8,1.8
8/28/19,PA28-181,N41598,DPA,DPA,NIGHT CURRENCY FLIGHT,,3,0.7,,,,0.7,,,,,0.7,0.7
8/31/19,PA28-181,N41598,DPA,3DT,XC TIME BUILDING,,1,2.3,,2.3,2.3,,,,,,2.3,2.3
8/31/19,PA28-181,N41598,3DT,DPA,XC TIME BUILDING,,1,2.6,,2.6,2.6,,,,,,2.6,2.6
9/2/19,PA28-181,N41598,DPA,DPA,SCENIC DOWNTOWN FLIGHT WITH BRIDGET,,2,1.7,,,1.7,,,,,,1.7,1.7
9/5/19,PA28-181,N41598,DPA,BUU,SAFETY PILOT FOR TOMASZ WARDZALA,,,1.8,,,1.8,,,,,,1.8,1.8
9/5/19,PA28-181,N41598,BUU,57C - DPA,RNAV APPROACHES,2,2,2,,2,2,,,1.8,,,2,2
9/6/19,PA28-181,N41598,KDPA,KDPA,"RNAV9 DKB, ILS10 DPA",2,1,1.5,,,1.5,,,1.3,,1.5,1.5,1.5
10/3/19,PA28-181,N41598,KDPA,KDPA,SCENIC FLIGHT WITH KRZYSIEK,,1,1.5,,,,1.5,,,,,1.5,1.5
10/4/19,PA28-181,N41598,KDPA,KDPA,"ILS2 DKB, MISSED; ILS10 DPA",2,1,1.2,,,1.2,,,0.8,,1.2,1.2,1.2
10/18/19,PA28-181,N41598,KDPA,KDPA,"VOR-A C09, HOLD; VOR36 ARR, MISSED",2,1,1.6,,,1.6,,,1.1,,1.6,1.6,1.6
11/3/19,PA28-181,N41598,KDPA,KSQI - KDPA,"RNAV 25SQI, RNAV20R DPA",2,2,2,,2,2,,,1.6,0.4,2,2,2
11/23/19,PA28-181,N41598,KDPA,KDPA,"RNAV20 DKB, HOLD; ILS9 APP; ILS10 DPA",3,1,1.5,,,1.5,,,1.3,0.5,1.5,1.5,1.5
11/25/19,PA28-181,N41598,KDPA,KIKK - KDPA,"ILS04 KIKK, RNAV20R KDPA",2,3,2.2,,2.2,,,,2,,,2.2,2.2
12/22/19,PA28-181,N41598,KDPA,KSQI,"ILS25, LOCBC07 SQI.",2,1,2.1,,2.1,2.1,,,1.9,,,2.1,2.1
12/22/19,PA28-181,N41598,KSQI - KRPJ,KDKB - KDPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,1.2,,,,,,,,,1.2,1.2
1/20/20,PA28-181,N41598,KDPA,KDPA,FLIGHT REVIEW,,3,1.2,,,1.2,,,,1.1,1.2,1.2,1.2
2/7/20,SR20,N700ZG,KDPA,KDPA,"PREFLIGHT, SLOW FLIGHT, TAKEOFFS",1,1,1.3,,,1.3,,,,1.5,1.3,1.3,1.3
2/16/20,SR20,N700ZG,KDPA,KDPA,A/C RATING ,,5,1,,,1,,,,0.4,1,1,1
2/20/20,SR20,N700ZG,KDPA,KDPA,A/C RATING ,1,1,1.7,,,1.7,,,,0.5,1.7,1.7,1.7
6/25/20,SR20,N700ZG,KDPA,KDPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,1,,,1,,,,,1,1,1
7/7/20,PA28-181,N41598,KDPA,KVPZ,RNAV9 VPZ. PT ENTRY PRACTICE. DCT/PARALLEL. HOLDS. A/P OBS/HDG/NAV Training.,1,1,1.5,,1.5,1.5,,,1,,,1.5,1.5
7/7/20,PA28-181,N41598,KVPZ,KDPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,1,,,1,,,,,,1,1
7/15/20,PA28-181,N41598,KDPA,KDKB - KDPA,"DKB RNAV20 X3, BAI, MISSED APP.",3,2,1.4,,,1.4,,,0.9,1,1.4,1.4,1.4
7/19/20,C172S,N773SP,KDPA,57C,"RNAV 29/BUU, RNAV 26/57C",,,1.5,,,1.5,,,,,,1.5,
7/19/20,C172S,N773SP,57C,KDPA,"XC Return from 57C. Flying a course, tracking a waypoint",,1,0.7,,0.7,0.7,,,0.5,,,0.7,0.7
8/16/20,PA28-181,N41598,KDPA,KRFD - KDPA,"FLIGHT TO KRFD. THREE IAPS: ILS01, BC19, RNAV01",3,2,2.4,,,2.4,,,1.8,,,2.4,2.4
8/22/20,PA28-181,N41598,KDPA - 2H0,DPA,VLA VOR/RNAV 18. DPA ILS 2L. ,3,3,5.2,,5.2,2.6,2.6,,4,,5.2,5.2,5.2
9/7/20,PA28-181,N41598,C77,JVL - KDPA,VFR FLIGHT.,,2,1.1,,1.1,0.6,0.5,,,,,1.1,1.1
9/11/20,PA28-181,N41598,DPA,DKB - DPA,FIRST IMC IFR FLIGHT. DPA ILS2. TERRY KLINE,1,1,0.9,,,0.9,,0.5,,,0.9,0.9,0.9
9/16/20,SR20,N700ZG,DPA,LCL,"STEEP TURNS, STALLS, XWIND LANDINGS",,5,1.5,,,1.5,,,,,1.5,1.5,1.5
10/2/20,SR20,N700ZG,DPA,VBT,SAFETY PILOT: TOMASZ WARDZALA.,,1,3.6,,3.6,3.6,,,3.2,,,3.6,3.6
10/4/20,SR20,N700ZG,VBT,DPA,SAFETY PILOT FOR TOMASZ WARDZALA,,,3.3,,,3.3,,,,,,3.3,3.3
